pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
Kepler-170,b,Kepler-170 b,Transit,0,2,7.930592,1.40E-05,-1.40E-05,0,5,0.08,,,0,1,,,,,0,,,,,0,,,,,1,,0.285,0.02,-0.02,0,4,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,1.70E-05,41.629604,1.70E-05,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679,57,-57,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,5/14/2014,Kepler
Kepler-170,c,Kepler-170 c,Transit,0,2,16.665863,5.30E-05,-5.30E-05,0,5,0.131,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.015,-0.015,0,3,,,,,0,0,1,0,18h58m05.09s,+41d37m46.6s,284.521193,1.70E-05,41.629604,1.70E-05,2,754.64,11.28,-11.28,0,3,14.387,,0,Kepler-band,14.347,,0,5679,57,-57,0,6,,,,,2,1.03,0.06,-0.06,0,7,1,5/14/2014,Kepler
Kepler-171,b,Kepler-171 b,Transit,0,3,4.166972,7.00E-06,-7.00E-06,0,4,0.05,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.094,-0.094,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,1.70E-05,41.755537,1.70E-05,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,5/14/2014,Kepler
Kepler-171,c,Kepler-171 c,Transit,0,3,11.463462,2.60E-05,-2.60E-05,0,4,0.098,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.103,-0.103,0,3,,,,,0,0,1,0,19h47m05.26s,+41d45m19.9s,296.771914,1.70E-05,41.755537,1.70E-05,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,5/14/2014,Kepler
Kepler-171,d,Kepler-171 d,Transit,0,3,39.595519,0.000699,-0.000699,0,4,0.223,,,0,1,,,,,0,,,,,0,,,,,0,,0.169,0.08,-0.08,0,3,,,,,0,1,1,0,19h47m05.26s,+41d45m19.9s,296.771914,1.70E-05,41.755537,1.70E-05,2,885.43,19.1,-19.1,0,3,14.883,,0,Kepler-band,14.905,,0,5642,200,-200,0,6,,,,,1,0.84,0.38,-0.38,0,6,1,5/14/2014,Kepler
Kepler-172,b,Kepler-172 b,Transit,0,4,2.940309,7.00E-06,-7.00E-06,0,4,0.04,,,0,1,,,,,0,,,,,0,,,,,0,,0.21,0.037,-0.037,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,3.10E-05,41.821857,1.70E-05,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,5/14/2014,Kepler
Kepler-172,c,Kepler-172 c,Transit,0,4,6.388996,2.00E-05,-2.00E-05,0,4,0.068,,,0,1,,,,,0,,,,,0,,,,,0,,0.255,0.047,-0.047,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,3.10E-05,41.821857,1.70E-05,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,5/14/2014,Kepler
Kepler-172,d,Kepler-172 d,Transit,0,4,14.627119,0.000105,-0.000105,0,4,0.118,,,0,1,,,,,0,,,,,0,,,,,0,,0.201,0.036,-0.036,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,3.10E-05,41.821857,1.70E-05,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,5/14/2014,Kepler
Kepler-172,e,Kepler-172 e,Transit,0,4,35.118736,0.000253,-0.000253,0,3,0.211,,,0,1,,,,,0,,,,,0,,,,,0,,0.246,0.05,-0.05,0,3,,,,,0,0,1,0,18h53m28.42s,+41d49m18.7s,283.368413,3.10E-05,41.821857,1.70E-05,2,848.56,18.83,-18.83,0,3,14.532,,0,Kepler-band,14.537,,0,5526,100,-100,0,6,,,,,2,1.08,0.19,-0.19,0,6,1,5/14/2014,Kepler
Kepler-173,b,Kepler-173 b,Transit,0,2,4.263742,2.10E-05,-2.10E-05,0,3,0.048,,,0,1,,,,,0,,,,,0,,,,,0,,0.115,0.057,-0.057,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,1.70E-05,41.884106,1.70E-05,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031,200,-200,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,5/14/2014,Kepler
Kepler-173,c,Kepler-173 c,Transit,0,2,8.005777,1.50E-05,-1.50E-05,0,4,0.074,,,0,1,,,,,0,,,,,0,,,,,0,,0.217,0.108,-0.108,0,3,,,,,0,0,1,0,19h38m35.21s,+41d53m02.8s,294.646695,1.70E-05,41.884106,1.70E-05,2,853.39,15.43,-15.43,0,3,14.209,,0,Kepler-band,14.258,,0,6031,200,-200,0,6,,,,,2,0.95,0.47,-0.47,0,6,1,5/14/2014,Kepler
Kepler-174,b,Kepler-174 b,Transit,0,3,13.98179,2.40E-05,-2.40E-05,0,4,0.1,,,0,1,,,,,0,,,,,0,,,,,0,,0.175,0.01,-0.01,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,1.70E-05,43.832092,1.70E-05,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,5/14/2014,Kepler
Kepler-174,c,Kepler-174 c,Transit,0,3,44.000529,0.000265,-0.000265,0,5,0.214,,,0,1,,,,,0,,,,,0,,,,,0,,0.133,0.008,-0.008,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,1.70E-05,43.832092,1.70E-05,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,5/14/2014,Kepler
Kepler-174,d,Kepler-174 d,Transit,0,3,247.35373,0.002001,-0.002001,0,5,0.677,,,0,1,,,,,0,,,,,0,,,,,0,,0.195,0.012,-0.012,0,3,,,,,0,0,1,0,19h09m45.41s,+43d49m55.5s,287.439194,1.70E-05,43.832092,1.70E-05,2,389.07,2.72,-2.72,0,3,14.287,,0,Kepler-band,14.286,,0,4880,126,-126,0,6,,,,,1,0.62,0.03,-0.03,0,6,1,5/14/2014,Kepler
Kepler-175,b,Kepler-175 b,Transit,0,2,11.903515,4.60E-05,-4.60E-05,0,4,0.105,,,0,1,,,,,0,,,,,0,,,,,0,,0.228,0.114,-0.114,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,1.70E-05,43.876183,1.70E-05,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064,200,-200,0,6,,,,,2,1.01,0.5,-0.5,0,6,1,5/14/2014,Kepler
Kepler-175,c,Kepler-175 c,Transit,0,2,34.035257,0.000279,-0.000279,0,4,0.213,,,0,1,,,,,0,,,,,0,,,,,0,,0.277,0.139,-0.139,0,3,,,,,0,0,1,0,19h18m12.79s,+43d52m34.3s,289.553283,1.70E-05,43.876183,1.70E-05,2,1363.39,46.96,-46.96,0,3,14.939,,0,Kepler-band,14.911,,0,6064,200,-200,0,6,,,,,2,1.01,0.5,-0.5,0,6,1,5/14/2014,Kepler
Kepler-176,b,Kepler-176 b,Transit,0,4,5.433074,2.40E-05,-2.40E-05,0,4,0.058,,,0,1,,,,,0,,,,,0,,,,,0,,0.128,0.065,-0.065,0,3,,,,,0,0,1,0,19h38m40.31s,+43d51m11.7s,294.667956,1.70E-05,43.853259,1.70E-05,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,5/14/2014,Kepler
Kepler-176,c,Kepler-176 c,Transit,0,4,12.759712,3.30E-05,-3.30E-05,0,4,0.102,,,0,1,,,,,0,,,,,0,,,,,1,,0.232,0.119,-0.119,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,1.70E-05,43.853259,1.70E-05,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,5/14/2014,Kepler
Kepler-176,d,Kepler-176 d,Transit,0,4,25.751974,0.000115,-0.000115,0,4,0.163,,,0,1,,,,,0,,,,,0,,,,,1,,0.224,0.118,-0.118,0,4,,,,,0,1,1,0,19h38m40.31s,+43d51m11.7s,294.667956,1.70E-05,43.853259,1.70E-05,2,535.4,6.13,-6.13,0,3,14.55,,0,Kepler-band,14.545,,0,5232,200,-200,0,6,,,,,2,0.89,0.46,-0.46,0,7,1,5/14/2014,Kepler
Kepler-177,b,Kepler-177 b,Transit,0,2,36.855,,,0,4,,,,,0,,,,,0,,,,,0,0.006,0.002,-0.001,0,2,Mass,0.259,0.136,-0.027,0,4,,,,,1,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,1.70E-05,45.053207,1.70E-05,2,1497.42,44.23,-44.23,0,3,15,,0,Kepler-band,14.941,,0,5942,,,0,5,,,,,3,1.05,,,0,6,1,5/14/2014,Kepler
Kepler-177,c,Kepler-177 c,Transit,0,2,49.412,,,0,4,,,,,0,,,,,0,,,,,0,0.024,0.011,-0.01,0,2,Mass,0.633,0.331,-0.064,0,4,,,,,1,1,1,0,19h04m11.31s,+45d03m11.5s,286.047132,1.70E-05,45.053207,1.70E-05,2,1497.42,44.23,-44.23,0,3,15,,0,Kepler-band,14.941,,0,5942,,,0,5,,,,,3,1.05,,,0,6,1,5/14/2014,Kepler
Kepler-178,b,Kepler-178 b,Transit,0,3,9.576694,2.10E-05,-2.10E-05,0,4,0.085,,,0,1,,,,,0,,,,,0,,,,,0,,0.259,0.112,-0.112,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,2.20E-05,46.896477,1.70E-05,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,5/14/2014,Kepler
Kepler-178,c,Kepler-178 c,Transit,0,3,20.552802,6.60E-05,-6.60E-05,0,4,0.142,,,0,1,,,,,0,,,,,0,,,,,0,,0.257,0.11,-0.11,0,3,,,,,0,0,1,0,19h08m24.26s,+46d53m47.3s,287.101089,2.20E-05,46.896477,1.70E-05,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,5/14/2014,Kepler
Kepler-178,d,Kepler-178 d,Transit,0,3,96.678988,0.000702,-0.000702,0,3,0.397,,,0,1,,,,,0,,,,,0,,,,,0,,0.352,0.152,-0.152,0,3,,,,,0,1,1,0,19h08m24.26s,+46d53m47.3s,287.101089,2.20E-05,46.896477,1.70E-05,2,731.04,10.58,-10.58,0,3,14.598,,0,Kepler-band,14.578,,0,5676,200,-200,0,6,,,,,1,1.07,0.45,-0.45,0,6,1,5/14/2014,Kepler
Kepler-179,b,Kepler-179 b,Transit,0,2,2.735926,8.00E-06,-8.00E-06,0,4,0.036,,,0,1,,,,,0,,,,,0,,,,,0,,0.146,0.061,-0.061,0,3,,,,,0,0,1,0,19h54m39.30s,+47d45m43.4s,298.663735,1.70E-05,47.762043,1.70E-05,2,616.39,6.75,-6.75,0,3,14.613,,0,Kepler-band,14.603,,0,5302,200,-200,0,7,,,,,1,0.76,0.31,-0.31,0,6,1,5/14/2014,Kepler
Kepler-115,b,Kepler-115 b,Transit,0,2,2.403679,1.20E-05,-1.20E-05,0,3,0.036,,,0,1,,,,,0,,,,,0,,,,,0,,0.097,0.019,-0.019,0,3,,,,,0,0,1,0,19h50m50.84s,+45d15m42.9s,297.711849,1.90E-05,45.261925,1.70E-05,2,634.97,7.15,-7.15,0,3,13.431,,0,Kepler-band,13.392,,0,5979,132,-132,0,6,,,,,2,1.21,0.23,-0.23,0,6,1,5/14/2014,Kepler
Kepler-115,c,Kepler-115 c,Transit,0,2,8.990889,2.10E-05,-2.10E-05,0,4,0.087,,,0,1,,,,,0,,,,,0,,,,,0,,0.232,0.045,-0.045,0,3,,,,,0,0,1,0,19h50m50.84s,+45d15m42.9s,297.711849,1.90E-05,45.261925,1.70E-05,2,634.97,7.15,-7.15,0,3,13.431,,0,Kepler-band,13.392,,0,5979,132,-132,0,6,,,,,2,1.21,0.23,-0.23,0,6,1,5/14/2014,Kepler
Kepler-116,b,Kepler-116 b,Transit,0,2,5.968734,9.00E-06,-9.00E-06,0,4,0.069,,,0,1,,,,,0,,,,,0,,,,,0,,0.305,0.058,-0.058,0,3,,,,,0,0,1,0,19h38m58.10s,+43d32m12.6s,294.74207,1.70E-05,43.536835,1.70E-05,2,982.04,16.07,-16.07,0,3,13.717,,0,Kepler-band,13.689,,0,6142,100,-100,0,6,,,,,2,1.45,0.27,-0.27,0,6,1,5/14/2014,Kepler
Kepler-116,c,Kepler-116 c,Transit,0,2,13.07163,5.60E-05,-5.60E-05,0,4,0.116,,,0,1,,,,,0,,,,,0,,,,,0,,0.205,0.039,-0.039,0,3,,,,,0,0,1,0,19h38m58.10s,+43d32m12.6s,294.74207,1.70E-05,43.536835,1.70E-05,2,982.04,16.07,-16.07,0,3,13.717,,0,Kepler-band,13.689,,0,6142,100,-100,0,6,,,,,2,1.45,0.27,-0.27,0,6,1,5/14/2014,Kepler
Kepler-117,b,Kepler-117 b,Transit,0,2,18.7959228,7.50E-06,-7.50E-06,0,6,0.1445,0.0047,-0.0014,0,2,0.0493,0.0062,-0.0062,0,1,88.74,0.12,-0.12,0,1,0.094,0.033,-0.033,0,1,Mass,0.719,0.024,-0.024,0,4,0.3,0.11,-0.11,0,1,0,1,0,19h15m10.33s,+48d02m24.8s,288.793037,1.70E-05,48.040234,1.70E-05,2,1430,50,-50,0,4,14.274,,0,Kepler-band,14.247,,0,6150,110,-110,0,7,1.13,0.13,-0.02,0,2,1.61,0.05,-0.05,0,7,1,11/19/2014,Kepler
Kepler-117,c,Kepler-117 c,Transit,0,2,50.790391,1.40E-05,-1.40E-05,0,5,0.2804,0.0092,-0.0028,0,2,0.0323,0.0033,-0.0033,0,1,89.64,0.1,-0.1,0,1,1.84,0.18,-0.18,0,1,Mass,1.101,0.035,-0.035,0,4,1.74,0.18,-0.18,,1,0,1,0,19h15m10.33s,+48d02m24.8s,288.793037,1.70E-05,48.040234,1.70E-05,2,1430,50,-50,0,4,14.274,,0,Kepler-band,14.247,,0,6150,110,-110,0,7,1.13,0.13,-0.02,0,2,1.61,0.05,-0.05,0,7,1,11/19/2014,Kepler
Kepler-118,b,Kepler-118 b,Transit,0,2,7.518496,5.60E-05,-5.60E-05,0,3,0.073,,,0,1,,,,,0,,,,,0,,,,,0,,0.175,0.084,-0.084,0,3,,,,,0,0,1,0,19h56m51.16s,+41d25m29.4s,299.213164,1.90E-05,41.424824,1.70E-05,2,583.81,7,-7,0,3,14.711,,0,Kepler-band,14.719,,0,5274,200,-200,0,6,,,,,2,1.09,0.49,-0.49,0,6,1,5/14/2014,Kepler
Kepler-118,c,Kepler-118 c,Transit,0,2,20.17202,1.30E-05,-1.30E-05,0,4,0.141,,,0,1,,,,,0,,,,,0,,,,,0,,0.685,0.306,-0.306,0,3,,,,,0,0,1,0,19h56m51.16s,+41d25m29.4s,299.213164,1.90E-05,41.424824,1.70E-05,2,583.81,7,-7,0,3,14.711,,0,Kepler-band,14.719,,0,5274,200,-200,0,6,,,,,2,1.09,0.49,-0.49,0,6,1,5/14/2014,Kepler
Kepler-119,b,Kepler-119 b,Transit,0,2,2.422082,1.00E-06,-1.00E-06,0,4,0.035,,,0,1,,,,,0,,,,,0,,,,,0,,0.321,0.122,-0.122,0,3,,,,,0,0,1,0,19h43m47.14s,+42d39m32.1s,295.946421,1.70E-05,42.658924,1.70E-05,2,716.23,12.65,-12.65,0,3,14.236,,0,Kepler-band,14.2,,0,5595,200,-200,0,6,,,,,1,0.84,0.32,-0.32,0,6,1,5/14/2014,Kepler
Kepler-119,c,Kepler-119 c,Transit,0,2,4.125103,2.80E-05,-2.80E-05,0,2,0.049,,,0,1,,,,,0,,,,,0,,,,,0,,0.082,0.031,-0.031,0,3,,,,,0,0,1,0,19h43m47.14s,+42d39m32.1s,295.946421,1.70E-05,42.658924,1.70E-05,2,716.23,12.65,-12.65,0,3,14.236,,0,Kepler-band,14.2,,0,5595,200,-200,0,6,,,,,1,0.84,0.32,-0.32,0,6,1,5/14/2014,Kepler
Kepler-120,b,Kepler-120 b,Transit,0,2,6.312501,8.00E-06,-8.00E-06,0,6,0.055,,,0,2,,,,,0,,,,,0,,,,,1,,0.192,0.015,-0.015,0,5,,,,,0,0,1,0,19h11m33.99s,+39d20m20.8s,287.891632,1.70E-05,39.339124,1.70E-05,2,393.02,3.26,-3.26,0,3,14.735,,0,Kepler-band,14.719,,0,4096,150,-150,0,7,,,,,3,0.53,0.03,-0.03,0,8,1,5/14/2014,Kepler
Kepler-120,c,Kepler-120 c,Transit,0,2,12.794585,4.40E-05,-4.40E-05,0,6,0.088,,,0,2,,,,,0,,,,,0,,,,,0,,0.136,0.008,-0.008,0,4,,,,,0,0,1,0,19h11m33.99s,+39d20m20.8s,287.891632,1.70E-05,39.339124,1.70E-05,2,393.02,3.26,-3.26,0,3,14.735,,0,Kepler-band,14.719,,0,4096,150,-150,0,7,,,,,3,0.53,0.03,-0.03,0,8,1,5/14/2014,Kepler
Kepler-121,b,Kepler-121 b,Transit,0,2,3.177422,3.00E-06,-3.00E-06,0,4,0.039,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.113,-0.113,0,3,,,,,0,0,1,0,19h04m38.90s,+39d40m40.8s,286.162064,1.70E-05,39.677995,1.70E-05,2,518.09,6.23,-6.23,0,3,14.708,,0,Kepler-band,14.677,,0,5311,200,-200,0,6,,,,,1,0.7,0.38,-0.38,0,6,1,5/14/2014,Kepler
Kepler-121,c,Kepler-121 c,Transit,0,2,41.008011,0.000191,-0.000191,0,4,0.216,,,0,1,,,,,0,,,,,0,,,,,0,,0.203,0.112,-0.112,0,3,,,,,0,0,1,0,19h04m38.90s,+39d40m40.8s,286.162064,1.70E-05,39.677995,1.70E-05,2,518.09,6.23,-6.23,0,3,14.708,,0,Kepler-band,14.677,,0,5311,200,-200,0,6,,,,,1,0.7,0.38,-0.38,0,6,1,5/14/2014,Kepler
Kepler-122,b,Kepler-122 b,Transit,0,5,5.766193,1.60E-05,-1.60E-05,0,4,0.064,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.041,-0.041,0,3,,,,,0,0,1,0,19h24m26.85s,+39d56m56.8s,291.111883,1.90E-05,39.949104,1.70E-05,2,1058.58,19.99,-19.99,0,3,14.247,,0,Kepler-band,14.222,,0,6050,137,-137,0,6,,,,,3,1.22,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-122,c,Kepler-122 c,Transit,0,5,12.465988,9.00E-06,-9.00E-06,0,4,0.108,,,0,1,,,,,0,,,,,0,,,,,0,,0.524,0.103,-0.103,0,3,,,,,0,0,1,0,19h24m26.85s,+39d56m56.8s,291.111883,1.90E-05,39.949104,1.70E-05,2,1058.58,19.99,-19.99,0,3,14.247,,0,Kepler-band,14.222,,0,6050,137,-137,0,6,,,,,3,1.22,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-122,d,Kepler-122 d,Transit,0,5,21.587475,0.000164,-0.000164,0,4,0.155,,,0,1,,,,,0,,,,,0,,,,,0,,0.196,0.039,-0.039,0,3,,,,,0,0,1,0,19h24m26.85s,+39d56m56.8s,291.111883,1.90E-05,39.949104,1.70E-05,2,1058.58,19.99,-19.99,0,3,14.247,,0,Kepler-band,14.222,,0,6050,137,-137,0,6,,,,,3,1.22,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-122,e,Kepler-122 e,Transit,0,5,37.993273,0.00039,-0.00039,0,5,0.227,,,0,1,,,,,0,,,,,0,,,,,1,,0.232,0.048,-0.048,0,4,,,,,0,1,1,0,19h24m26.85s,+39d56m56.8s,291.111883,1.90E-05,39.949104,1.70E-05,2,1058.58,19.99,-19.99,0,3,14.247,,0,Kepler-band,14.222,,0,6050,137,-137,0,6,,,,,3,1.22,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-122,f,Kepler-122 f,Transit Timing Variations,0,5,56.268,,,0,3,,,,,0,,,,,0,,,,,0,0.113,0.061,-0.051,0,1,Mass,0.156,0.054,-0.014,0,3,,,,,0,1,1,0,19h24m26.85s,+39d56m56.8s,291.111883,1.90E-05,39.949104,1.70E-05,2,1058.58,19.99,-19.99,0,3,14.247,,0,Kepler-band,14.222,,0,6050,137,-137,0,6,,,,,3,1.22,0.24,-0.24,0,7,1,5/28/2014,Kepler
Kepler-123,b,Kepler-123 b,Transit,0,2,17.232366,5.60E-05,-5.60E-05,0,5,0.135,,,0,1,,,,,0,,,,,0,,,,,1,,0.262,0.051,-0.051,0,4,,,,,0,0,1,0,19h47m59.67s,+42d46m55.0s,296.998621,1.70E-05,42.781956,1.70E-05,2,1052.14,23.21,-23.21,0,3,14.061,,0,Kepler-band,14.021,,0,6089,121,-121,0,6,,,,,3,1.26,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-123,c,Kepler-123 c,Transit,0,2,26.695074,0.000468,-0.000468,0,5,0.181,,,0,1,,,,,0,,,,,0,,,,,0,,0.132,0.027,-0.027,0,3,,,,,0,0,1,0,19h47m59.67s,+42d46m55.0s,296.998621,1.70E-05,42.781956,1.70E-05,2,1052.14,23.21,-23.21,0,3,14.061,,0,Kepler-band,14.021,,0,6089,121,-121,0,6,,,,,3,1.26,0.24,-0.24,0,7,1,5/14/2014,Kepler
Kepler-124,b,Kepler-124 b,Transit,0,3,3.410493,2.10E-05,-2.10E-05,0,2,0.039,,,0,1,,,,,0,,,,,0,,,,,0,,0.065,0.004,-0.004,0,3,,,,,0,0,1,0,19h07m00.67s,+49d03m53.7s,286.752797,1.90E-05,49.064911,1.90E-05,2,425.19,3.08,-3.08,0,3,14.139,,0,Kepler-band,14.124,,0,4984,100,-100,0,6,,,,,1,0.64,0.03,-0.03,0,6,1,5/14/2014,Kepler
